Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.2.15-10.0.2.5-39023-5432-6,10.0.2.15,39023,10.0.2.5,5432,6,15/12/2025 11:05:30 PM,19434,6,5,80,285,41,0,13.33333333,20.66559137,272,0,57,120.3204056,18781.51693,566.0183184,1943.4,1658.45418,4710,1,16356,3271.2,1682.646636,5916,1517,16876,4219,2967.676645,6326,1,0,0,0,0,200,168,308.7372646,257.2810538,0,272,30.41666667,77.60794047,6022.992424,2,2,0,4,10,0,0,0,0,33.18181818,13.33333333,57,0,0,0,365,4,36452,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,1
10.0.2.15-10.0.2.5-40639-5432-6,10.0.2.15,40639,10.0.2.5,5432,6,15/12/2025 11:05:31 PM,22348,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,8457.132629,447.4673349,2483.111111,2256.292116,5907,1,18290,4572.5,1171.534748,5907,3139,19244,4811,4791.850512,9243,1,0,0,0,0,168,168,223.7336674,223.7336674,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,13930,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-44221-5432-6,10.0.2.15,44221,10.0.2.5,5432,6,15/12/2025 11:05:31 PM,22230,6,5,80,285,41,0,13.33333333,20.66559137,272,0,57,120.3204056,16419.25326,494.8268106,2223,1801.350851,5476,16,18096,3619.2,1997.874045,6532,1454,20223,5055.75,3017.431178,9276,2827,0,0,0,0,200,168,269.9055331,224.9212776,0,272,30.41666667,77.60794047,6022.992424,2,2,0,4,10,0,0,0,0,33.18181818,13.33333333,57,0,0,0,365,4,27023,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,1
10.0.2.15-10.0.2.5-38597-5432-6,10.0.2.15,38597,10.0.2.5,5432,6,15/12/2025 11:05:32 PM,15643,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,12082.08144,639.2635684,1738.111111,1106.719301,3283,19,12186,3046.5,1452.564973,4488,1070,12360,3090,1402.356588,4793,1679,0,0,0,0,168,168,319.6317842,319.6317842,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,20405,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-39499-5432-6,10.0.2.15,39499,10.0.2.5,5432,6,15/12/2025 11:05:32 PM,25651,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,7368.133796,389.848349,2850.111111,2829.961989,7643,217,22758,5689.5,4874.003317,11650,1181,23584,5896,5862.703188,11490,601,0,0,0,0,168,168,194.9241745,194.9241745,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,12897,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-39015-5432-6,10.0.2.15,39015,10.0.2.5,5432,6,15/12/2025 11:05:33 PM,44364,6,5,80,285,41,0,13.33333333,20.66559137,272,0,57,120.3204056,8227.391579,247.9487873,4436.4,3805.070337,12035,561,39296,7859.2,4033.577035,12478,4400,40725,10181.25,10561.64982,25205,561,0,0,0,0,200,168,135.2447931,112.7039942,0,272,30.41666667,77.60794047,6022.992424,2,2,0,4,10,0,0,0,0,33.18181818,13.33333333,57,0,0,0,365,4,13033,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,1
10.0.2.15-10.0.2.5-40539-5432-6,10.0.2.15,40539,10.0.2.5,5432,6,15/12/2025 11:05:33 PM,16756,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,11279.54166,596.8011459,1861.777778,1346.603949,4311,30,12016,3004,1350.42339,4311,1733,14836,3709,2612.466013,7453,1631,0,0,0,0,168,168,298.4005729,298.4005729,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,16518,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-38087-5432-6,10.0.2.15,38087,10.0.2.5,5432,6,15/12/2025 11:05:34 PM,17528,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,10782.7476,570.5157462,1947.555556,2413.070819,8173,19,14803,3700.75,4527.086655,10463,917,16050,4012.5,5235.253926,11852,972,0,0,0,0,168,168,285.2578731,285.2578731,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,13364,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-34817-5432-6,10.0.2.15,34817,10.0.2.5,5432,6,15/12/2025 11:05:34 PM,20759,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,9104.484802,481.7187726,2306.555556,1672.28572,5310,0,16265,4066.25,2245.480851,6543,1694,18790,4697.5,4263.369677,8550,0,0,0,0,0,168,168,240.8593863,240.8593863,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,17916,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-34453-5432-6,10.0.2.15,34453,10.0.2.5,5432,6,15/12/2025 11:05:35 PM,32807,6,5,80,285,41,0,13.33333333,20.66559137,272,0,57,120.3204056,11125.6744,335.2942969,3280.7,5367.26947,18220,34,30429,6085.8,7459.604259,19327,1505,30287,7571.75,7120.785929,18220,3320,0,0,0,0,200,168,182.8877983,152.4064986,0,272,30.41666667,77.60794047,6022.992424,2,2,0,4,10,0,0,0,0,33.18181818,13.33333333,57,0,0,0,365,4,15221,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,1
10.0.2.15-10.0.2.5-33609-5432-6,10.0.2.15,33609,10.0.2.5,5432,6,15/12/2025 11:05:35 PM,12123,5,5,83,112,42,0,16.6,22.73323558,99,0,22.4,43.189119,16085.12744,824.8783304,1347,1082.679893,3994,574,9725,2431.25,2828.983136,6625,642,11062,2765.5,2189.190794,5978,1056,0,0,0,0,168,168,412.4391652,412.4391652,0,99,17.72727273,31.55658698,995.8181818,1,2,0,4,9,0,0,0,1,19.5,16.6,22.4,0,0,0,195,4,22650,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-37725-5432-6,10.0.2.15,37725,10.0.2.5,5432,6,15/12/2025 11:05:36 PM,22966,5,5,83,112,42,0,16.6,22.73323558,99,0,22.4,43.189119,8490.812505,435.4262823,2551.777778,1450.830174,5089,29,18729,4682.25,2655.307813,8282,2645,20350,5087.5,4837.215349,11984,1319,0,0,0,0,168,168,217.7131412,217.7131412,0,99,17.72727273,31.55658698,995.8181818,1,2,0,4,9,0,0,0,1,19.5,16.6,22.4,0,0,0,195,4,11971,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-39403-5432-6,10.0.2.15,39403,10.0.2.5,5432,6,15/12/2025 11:05:36 PM,19749,5,5,83,112,42,0,16.6,22.73323558,99,0,22.4,43.189119,9873.917667,506.3547521,2194.333333,1939.508056,6930,26,15174,3793.5,2384.811733,6930,1553,18350,4587.5,3399.066588,9483,2048,0,0,0,0,168,168,253.1773761,253.1773761,0,99,17.72727273,31.55658698,995.8181818,1,2,0,4,9,0,0,0,1,19.5,16.6,22.4,0,0,0,195,4,14179,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-38303-5432-6,10.0.2.15,38303,10.0.2.5,5432,6,15/12/2025 11:05:37 PM,11664,5,5,83,112,42,0,16.6,22.73323558,99,0,22.4,43.189119,16718.107,857.3388203,1296,936.2579773,2836,24,9444,2361,682.4470675,3025,1425,8828,2207,1687.142555,4376,783,0,0,0,0,168,168,428.6694102,428.6694102,0,99,17.72727273,31.55658698,995.8181818,1,2,0,4,9,0,0,0,1,19.5,16.6,22.4,0,0,0,195,4,36592,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-35091-5432-6,10.0.2.15,35091,10.0.2.5,5432,6,15/12/2025 11:05:37 PM,22346,6,5,83,287,42,0,13.83333333,21.43284084,274,0,57.4,121.2138606,16557.7732,492.2581223,2234.6,1865.138851,5494,35,19769,3953.8,2218.344811,6923,1301,20190,5047.5,3788.775748,10659,2607,0,0,0,0,200,168,268.5044303,223.7536919,0,274,30.83333333,78.20815272,6116.515152,2,2,0,4,10,0,0,0,0,33.63636364,13.83333333,57.4,0,0,0,370,4,25259,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,1
10.0.2.15-10.0.2.5-33549-5432-6,10.0.2.15,33549,10.0.2.5,5432,6,15/12/2025 11:05:38 PM,8208,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,22782.65107,1218.323587,912,461.1138688,1577,15,5890,1472.5,689.4444624,2252,823,6933,1733.25,850.7496204,2559,741,0,0,0,0,168,168,609.1617934,609.1617934,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,38990,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-33297-5432-6,10.0.2.15,33297,10.0.2.5,5432,6,15/12/2025 11:05:38 PM,14552,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,12850.46729,687.1907642,1616.888889,960.9782053,3557,26,11586,2896.5,967.5034884,3557,1472,12134,3033.5,1812.33082,5140,1409,0,0,0,0,168,168,343.5953821,343.5953821,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,22713,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-42503-5432-6,10.0.2.15,42503,10.0.2.5,5432,6,15/12/2025 11:05:38 PM,17255,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,10837.43842,579.5421617,1917.222222,1654.566769,4958,34,13905,3476.25,2380.783397,5986,959,15432,3858,2315.88428,6910,1432,0,0,0,0,168,168,289.7710808,289.7710808,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,14538,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-45589-5432-6,10.0.2.15,45589,10.0.2.5,5432,6,15/12/2025 11:05:39 PM,18133,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,10312.68957,551.4807257,2014.777778,1541.646342,5556,47,14419,3604.75,2044.782527,5556,1416,16794,4198.5,2599.418204,7611,1706,0,0,0,0,168,168,275.7403629,275.7403629,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,14739,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-42651-5432-6,10.0.2.15,42651,10.0.2.5,5432,6,15/12/2025 11:05:39 PM,12032,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,15541.8883,831.1170213,1336.888889,653.7383736,2415,38,8300,2075,828.7548894,3157,1407,10703,2675.75,1237.531784,3898,1317,0,0,0,0,168,168,415.5585106,415.5585106,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,26649,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-37257-5432-6,10.0.2.15,37257,10.0.2.5,5432,6,15/12/2025 11:05:40 PM,25975,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,7199.230029,384.985563,2886.111111,3638.760553,11228,2,23224,5806,4048.469917,11228,1995,20181,5045.25,7098.360345,15410,2,0,0,0,0,168,168,192.4927815,192.4927815,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,25287,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-37789-5432-6,10.0.2.15,37789,10.0.2.5,5432,6,15/12/2025 11:05:40 PM,20524,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,9111.28435,487.2344572,2280.444444,1455.904797,4223,28,15646,3911.5,1991.720446,6243,1391,17103,4275.75,2461.204363,7317,1812,0,0,0,0,168,168,243.6172286,243.6172286,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,13819,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-38205-5432-6,10.0.2.15,38205,10.0.2.5,5432,6,15/12/2025 11:05:41 PM,23084,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,8100.849073,433.2004852,2564.888889,2227.425669,7745,28,14394,3598.5,1534.442461,5766,2313,21297,5324.25,4623.479741,10086,945,0,0,0,0,168,168,216.6002426,216.6002426,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,11817,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-45067-5432-6,10.0.2.15,45067,10.0.2.5,5432,6,15/12/2025 11:05:41 PM,14476,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,12917.93313,690.7985631,1608.444444,1014.38813,3012,25,10922,2730.5,819.8611671,3747,1906,12604,3151,1999.061947,5314,1277,0,0,0,0,168,168,345.3992816,345.3992816,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,20694,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-38925-5432-6,10.0.2.15,38925,10.0.2.5,5432,6,15/12/2025 11:05:42 PM,20052,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,9325.753042,498.7033712,2228,1671.7108,6189,305,17135,4283.75,2743.192468,6905,1064,17380,4345,4088.949743,10297,1408,0,0,0,0,168,168,249.3516856,249.3516856,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,12805,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-42367-5432-6,10.0.2.15,42367,10.0.2.5,5432,6,15/12/2025 11:05:42 PM,18379,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,10174.65586,544.0992437,2042.111111,1465.423611,4967,25,13609,3402.25,1861.180517,4967,1165,16078,4019.5,2426.297934,7508,2254,0,0,0,0,168,168,272.0496219,272.0496219,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,15097,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-39547-5432-6,10.0.2.15,39547,10.0.2.5,5432,6,15/12/2025 11:05:42 PM,29778,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,6346.96756,335.8183894,3308.666667,2465.759518,8238,1284,25803,6450.75,2456.868925,8862,3973,27093,6773.25,6748.866294,15993,1284,0,0,0,0,168,168,167.9091947,167.9091947,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,10019,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-46499-5432-6,10.0.2.15,46499,10.0.2.5,5432,6,15/12/2025 11:05:43 PM,17473,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,10816.68861,572.3115664,1941.444444,1596.341451,5354,27,13052,3263,2583.189114,6936,1041,14696,3674,1682.961873,5354,1709,0,0,0,0,168,168,286.1557832,286.1557832,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,16199,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-33189-5432-6,10.0.2.15,33189,10.0.2.5,5432,6,15/12/2025 11:05:43 PM,14417,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,13109.52348,693.6255809,1601.888889,1417.543601,3888,1,9572,2393,435.3213373,2865,1850,12180,3045,2991.303506,5768,1,0,0,0,0,168,168,346.8127905,346.8127905,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,21969,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-40957-5432-6,10.0.2.15,40957,10.0.2.5,5432,6,15/12/2025 11:05:44 PM,11162,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,16932.44938,895.8967927,1240.222222,946.6633216,2755,19,7831,1957.75,1279.463266,3557,871,8961,2240.25,1312.170308,3754,576,0,0,0,0,168,168,447.9483963,447.9483963,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,25918,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-46251-5432-6,10.0.2.15,46251,10.0.2.5,5432,6,15/12/2025 11:05:44 PM,17531,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,10780.9024,570.4181165,1947.888889,1283.885552,3938,29,12652,3163,1491.146539,4796,1457,15103,3775.75,1867.489647,6506,2340,0,0,0,0,168,168,285.2090582,285.2090582,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,16765,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-43985-5432-6,10.0.2.15,43985,10.0.2.5,5432,6,15/12/2025 11:05:45 PM,16435,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,11499.84789,608.4575601,1826.111111,1432.079209,3940,43,13909,3477.25,1529.220144,5095,1432,13036,3259,2229.348933,6038,595,0,0,0,0,168,168,304.22878,304.22878,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,22345,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-43477-5432-6,10.0.2.15,43477,10.0.2.5,5432,6,15/12/2025 11:05:45 PM,17648,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,10709.42883,566.6364461,1960.888889,1278.24689,4251,30,12136,3034,1524.469307,4251,1007,15996,3999,1756.981692,6555,2583,0,0,0,0,168,168,283.318223,283.318223,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,17680,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-41757-5432-6,10.0.2.15,41757,10.0.2.5,5432,6,15/12/2025 11:05:45 PM,16572,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,11404.77915,603.427468,1841.333333,2118.124288,6746,1,13881,3470.25,2269.117358,6788,1904,14518,3629.5,4385.710167,9881,1,0,0,0,0,168,168,301.713734,301.713734,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,18770,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-32791-5432-6,10.0.2.15,32791,10.0.2.5,5432,6,15/12/2025 11:05:46 PM,20717,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,9122.942511,482.695371,2301.888889,1735.011199,4903,24,13774,3443.5,1898.15305,5229,1485,18584,4646,2724.920427,8683,2838,0,0,0,0,168,168,241.3476855,241.3476855,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,13617,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-35097-5432-6,10.0.2.15,35097,10.0.2.5,5432,6,15/12/2025 11:05:46 PM,14819,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,12753.89702,674.8093664,1646.555556,1435.212712,4620,20,8688,2172,1193.89363,3435,1148,11891,2972.75,1927.308205,5790,1511,0,0,0,0,168,168,337.4046832,337.4046832,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,20536,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-43883-5432-6,10.0.2.15,43883,10.0.2.5,5432,6,15/12/2025 11:05:47 PM,18151,5,5,80,109,41,0,16,21.92031022,96,0,21.8,41.8592881,10412.64944,550.9338328,2016.777778,1514.800876,4395,40,14299,3574.75,2513.088986,7319,2018,15477,3869.25,2233.42478,5334,576,0,0,0,0,168,168,275.4669164,275.4669164,0,96,17.18181818,30.56081865,933.9636364,1,2,0,4,9,0,0,0,1,18.9,16,21.8,0,0,0,189,4,14984,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-41167-5432-6,10.0.2.15,41167,10.0.2.5,5432,6,15/12/2025 11:05:47 PM,17830,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,10487.94167,560.8524958,1981.111111,1305.723405,3815,22,12634,3158.5,785.5297576,3815,2183,15007,3751.75,2160.100364,6129,1190,0,0,0,0,168,168,280.4262479,280.4262479,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,18923,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-45641-5432-6,10.0.2.15,45641,10.0.2.5,5432,6,15/12/2025 11:05:48 PM,15004,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,12463.34311,666.4889363,1667.111111,1338.183512,4155,29,11413,2853.25,1151.998951,4155,1358,11956,2989,2241.518682,6092,877,0,0,0,0,168,168,333.2444681,333.2444681,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,32380,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-40565-5432-6,10.0.2.15,40565,10.0.2.5,5432,6,15/12/2025 11:05:48 PM,17677,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,10578.71811,565.7068507,1964.111111,1095.213044,3429,20,13712,3428,1004.079014,4813,2465,15757,3939.25,2648.678586,6488,926,0,0,0,0,168,168,282.8534254,282.8534254,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,16576,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-46307-5432-6,10.0.2.15,46307,10.0.2.5,5432,6,15/12/2025 11:05:49 PM,12512,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,14945.65217,799.2327366,1390.222222,1017.38203,2950,19,8394,2098.5,1337.486822,3503,954,9562,2390.5,822.9023838,3506,1587,0,0,0,0,168,168,399.6163683,399.6163683,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,26752,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-42261-5432-6,10.0.2.15,42261,10.0.2.5,5432,6,15/12/2025 11:05:49 PM,10246,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,18251.02479,975.9906305,1138.444444,831.1797506,2547,15,6888,1722,1323.213765,3519,587,8548,2137,374.7817142,2547,1745,0,0,0,0,168,168,487.9953152,487.9953152,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,31938,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-44733-5432-6,10.0.2.15,44733,10.0.2.5,5432,6,15/12/2025 11:05:49 PM,18714,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,9992.51897,534.3593032,2079.333333,1694.540646,5596,30,14575,3643.75,3315.402376,8577,1483,16742,4185.5,1920.131332,5596,1395,0,0,0,0,168,168,267.1796516,267.1796516,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,13521,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-38867-5432-6,10.0.2.15,38867,10.0.2.5,5432,6,15/12/2025 11:05:50 PM,14407,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,12979.80149,694.1070313,1600.777778,1190.272424,3865,28,9490,2372.5,951.3490422,3721,1503,12450,3112.5,2204.490039,5396,1052,0,0,0,0,168,168,347.0535157,347.0535157,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,20574,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
10.0.2.15-10.0.2.5-35013-5432-6,10.0.2.15,35013,10.0.2.5,5432,6,15/12/2025 11:05:50 PM,23047,5,5,79,108,41,0,15.8,21.66102491,95,0,21.6,41.41618041,8113.854298,433.8959518,2560.777778,1997.825804,6750,39,15990,3997.5,2466.040484,6750,1164,21220,5305,3422.54194,10424,3408,0,0,0,0,168,168,216.9479759,216.9479759,0,95,17,30.23243292,914,1,2,0,4,9,0,0,0,1,18.7,15.8,21.6,0,0,0,187,4,12009,0,0,0,0,64240,46,2,32,0,0,0,0,0,0,0,0,0
