Total Fwd Packet,Flow Bytes/s,Fwd IAT Std,Flow IAT Mean,Flow Duration,Bwd IAT Min,Bwd Init Win Bytes,Flow IAT Min,Subflow Fwd Packets,Subflow Bwd Bytes,Label
1.4454666423137361,0.05729834175564831,-0.07016387540373463,-0.588953011278739,-0.5203962655657902,-0.6258779104092228,-0.8147400426846423,-0.7384612712965253,-0.6328365321756877,-0.06421042520716432,1
0.8165947914369808,-0.3411440152754091,-0.07048179136690029,-0.5887835165691369,-0.520019922783309,-0.6258779104092228,-0.8147400426846423,-0.7384612712965253,-0.6328365321756877,-0.06421042520716432,0
1.4454666423137361,-0.033866988511307226,-0.06996780126086818,-0.5888652037093952,-0.5200351624704513,2.708039032049072,-0.8147400426846423,-0.7240077336998026,-0.6328365321756877,-0.06421042520716432,1
0.8165947914369808,-0.20124868532029752,-0.07030698816478902,-0.5890174816591266,-0.5208858728027108,1.3537090072995597,-0.8147400426846423,-0.721117026180458,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.38317105041614513,-0.06817882426940206,-0.5886682612831956,-0.5195933406932144,0.0819600816201392,-0.8147400426846423,-0.5303303299037192,-0.6328365321756877,-0.06421042520716432,0
1.4454666423137361,-0.3500102646129046,-0.06870157660051544,-0.5881700918568,-0.5171765587822424,0.03477088215151506,-0.8147400426846423,-0.1988625343522134,-0.6328365321756877,-0.06421042520716432,1
0.8165947914369808,-0.23222058952609254,-0.07037052110249034,-0.5889786445009073,-0.5207421289739869,1.2970819679372108,-0.8147400426846423,-0.7105177652761948,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.25139304479843805,-0.06839460939850463,-0.5889517062384256,-0.5206424252581064,0.5196399066916281,-0.8147400426846423,-0.721117026180458,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.31616116708616504,-0.06981378771106819,-0.5888389633292895,-0.5202251419601664,-0.6270576403959385,-0.8147400426846423,-0.7394248404696401,-0.6328365321756877,-0.06421042520716432,0
1.4454666423137361,-0.23815869023572736,-0.06657055838254411,-0.5885330360910298,-0.5186691440729548,3.289645915499865,-0.8147400426846423,-0.7066634885837354,-0.6328365321756877,-0.06421042520716432,1
0.8165947914369808,-0.046761692484389716,-0.06945084430219733,-0.589140308969571,-0.5213404804191604,0.6187372255757387,-0.8147400426846423,-0.18633613510172045,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.3398442293717931,-0.0695588718376274,-0.5887619520014536,-0.5199401081506482,0.9290062120819425,-0.8147400426846423,-0.7114813344493096,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.28646693686673547,-0.069727122711506,-0.588874206393052,-0.5203555833501137,1.7890293723976172,-0.8147400426846423,-0.7143720419686542,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.022333517352004024,-0.07078600808474468,-0.5891563253717046,-0.5213997602191462,0.296670939202379,-0.8147400426846423,-0.7162991803148838,-0.6328365321756877,-0.06421042520716432,0
1.4454666423137361,-0.02852117710209281,-0.06983066655989884,-0.5888615607630275,-0.520020181083091,2.4484984349716394,-0.8147400426846423,-0.7056999194106206,-0.6328365321756877,-0.06421042520716432,1
0.8165947914369808,0.21171155140192413,-0.07078165564530527,-0.589276919458357,-0.5218461022425696,0.24712227976032367,-0.8147400426846423,-0.7249713028729174,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.17159486188080594,-0.07060870055436891,-0.589055551146481,-0.521026775333832,1.0351819108863467,-0.8147400426846423,-0.7143720419686542,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2492823969773713,-0.06972962837093098,-0.5889612323340215,-0.5206776831783595,1.0623157005808055,-0.8147400426846423,-0.7066634885837354,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2695336935726642,-0.06993862378410469,-0.5889305952945066,-0.5205642895740291,1.385561716940881,-0.8147400426846423,-0.6941370893332425,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.06772657301021047,-0.07069500336892792,-0.589143484334665,-0.5213522330592447,0.9266467521085112,-0.8147400426846423,-0.7028092118912761,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.38968944541897216,-0.0686923131006116,-0.5886569555875719,-0.5195514961285184,-0.6246981804225072,-0.8147400426846423,-0.7374977021234104,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.31589875648105004,-0.06997162885204529,-0.5888471634483081,-0.5202554921845601,1.5106130955327348,-0.8147400426846423,-0.7124449036224245,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.3548938385757967,-0.07025605966738904,-0.5887578344950577,-0.5199248684635058,0.48778719705030676,-0.8147400426846423,-0.7124449036224245,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.16899119588727293,-0.07070053534021938,-0.5890582030999499,-0.5210365907255508,0.8794575526398871,-0.8147400426846423,-0.715335611141769,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.30762190348347507,-0.069504206831006,-0.5888636334738919,-0.5203164509331295,1.0340021808996311,-0.8147400426846423,-0.4455362426696131,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.27486074021861423,-0.07005282580369908,-0.5889220113405268,-0.5205325187008341,2.0320537496610314,-0.8147400426846423,-0.715335611141769,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.4225802655451251,-0.06968230252215894,-0.5885242532403434,-0.5190603390929054,0.8877156625468963,-0.8147400426846423,0.49779797780981777,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2500831811174528,-0.06960373028485421,-0.588953625415431,-0.5206495285021134,1.3891009069010278,-0.8147400426846423,-0.7134084727955393,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.16159727210326466,-0.070939722401285,-0.5890602618529909,-0.521044210569122,-0.6258779104092228,-0.8147400426846423,-0.7384612712965253,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.014061539032621443,-0.070414658906164,-0.5891738422211666,-0.5214645934644467,0.05246683195224911,-0.8147400426846423,-0.721117026180458,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2514642554213439,-0.07028299010095349,-0.5889516015561633,-0.5206420378084333,2.1335105285185736,-0.8147400426846423,-0.7114813344493096,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2237184521597681,-0.07025930799320182,-0.5889898455142688,-0.5207835860890097,0.07488170169984558,-0.8147400426846423,-0.6979913660257019,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.25422258917432766,-0.07026226305442454,-0.5889475189438548,-0.520626927271182,2.420184915290465,-0.8147400426846423,-0.7105177652761948,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2273873792106435,-0.06979908560167648,-0.5889850650195841,-0.5207658925539376,-0.6258779104092228,-0.8147400426846423,-0.7384612712965253,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.31544884053332256,-0.07002982857214306,-0.5888404288825306,-0.5202305662555899,2.7210160619029438,-0.8147400426846423,-0.7162991803148838,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.1753217365181825,-0.07046788395117932,-0.5890462344157235,-0.5209922923129251,1.1555143695313383,-0.8147400426846423,-0.7201534570073432,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2656760062714021,-0.06964733316366488,-0.5889299672003053,-0.5205619648759905,0.05246683195224911,-0.8147400426846423,-0.7008820735450464,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.26277030141649665,-0.07072188977038286,-0.5889411682136669,-0.5206034219910133,0.7768210437956296,-0.8147400426846423,-0.7182263186611135,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.18653489764913506,-0.07049394279962036,-0.5890397790032733,-0.5209683995830833,0.40756555795364574,-0.8147400426846423,-0.7114813344493096,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.25926702435299326,-0.0705859502648092,-0.5889465070143781,-0.5206231819243419,0.4653723273027103,-0.8147400426846423,-0.7201534570073432,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.09073673245974455,-0.07037856775836421,-0.5891267351560681,-0.5212902411115471,1.245173848521724,-0.8147400426846423,-0.721117026180458,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,0.03682539804436303,-0.07038744572181999,-0.5892058052372589,-0.5215828947646365,1.4315711864227894,-0.8147400426846423,-0.7249713028729174,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.2818898326698588,-0.06914828737715296,-0.5889103218096277,-0.5204892534873368,1.0186656910723282,-0.8147400426846423,-0.7105177652761948,-0.6328365321756877,-0.06421042520716432,0
0.8165947914369808,-0.1666035498577021,-0.07061874875798863,-0.5890606107941788,-0.5210455020680324,0.6140183056288763,-0.8147400426846423,-0.7124449036224245,-0.6328365321756877,-0.06421042520716432,0
